许可证号,采矿权人,矿山名称,项目类型,开采主矿种,开采方式,生产规模,面积_km2,有效期,发证机关,公告日期,省份
DC5306232026037100000001,昭通津闽矿业有限责任公司,盐津县石门关采石场,首次登记,建筑石料用灰岩,null,nullnull,0.24680,2026-03-26至2046-03-25,盐津县自然资源局,2026-03-26,
DC5202222012017130122376,盘州市刘官大皮坡砂石贸易有限公司,盘县刘官大皮坡砂石贸易有限公司石灰石矿,变更登记,石灰岩,null,nullnull,0.07100,2026-02-06至2031-02-05,六盘水市自然资源局,2026-03-26,
DC6204002010117130082152,白银垚鑫矿业有限公司,靖远县高湾乡白崖子河红土马嘴坡缕石（凹凸棒）矿,变更登记,凹凸棒石粘土,null,nullnull,0.79320,2020-11-20至2030-11-19,白银市自然资源局,2026-03-25,
C6531292023027100154835,新疆韶颂商贸有限公司,新疆韶颂商贸有限公司新疆伽师县卧里托格拉克镇4-1号建筑用砂矿,注销登记,建筑用砂,null,nullnull,0.06210,2023-02-19至2025-09-14,新疆维吾尔自治区喀什地区伽师县,2026-03-25,新疆
DC6531292026037100000003,伽师县源江建材有限公司,伽师县源江建材有限公司新疆伽师县玉代克力克乡5号建筑用砂矿-1,首次登记,建筑用砂,null,nullnull,0.20290,2026-03-01至2029-06-06,伽师县自然资源局,2026-03-25,
DC6531292026037100000004,喀什金泓楷煜建材有限公司,喀什金泓楷煜建材有限公司新疆伽师县古勒鲁克乡2-3号建筑用砂矿,首次登记,建筑用砂,null,nullnull,0.19170,2026-03-01至2028-09-16,伽师县自然资源局,2026-03-25,
DC4312002025017250157839,溆浦大盛建材有限责任公司,湖南省溆浦县大江口镇洑水湾村江西界水泥用石灰岩矿,换证,水泥用石灰岩,null,nullnull,0.17160,2025-01-03至2035-01-03,湖南省怀化市,2026-03-24,湖南
DC1529002020047150149621,阿拉善盟鼎盛鸿通生态治理建设工程,内蒙古自治区阿拉善左旗嘉尔嘎勒赛汉镇乌兰呼都格嘎查建筑用砂矿,变更登记,建筑用砂,null,nullnull,0.30280,2026-04-01至2029-03-31,阿拉善左旗自然资源局,2026-03-24,
DC6523002026037100000003,奇台县九方开源石碴有限公司,奇台县九方开源石碴有限公司新疆奇台县小红山玄武岩矿,首次登记,玄武岩,null,nullnull,0.14960,2026-03-23至2031-03-23,昌吉回族自治州自然资源局,2026-03-24,
DC6531292026037200000002,伽师县金裕商贸有限责任公司,伽师县金裕商贸有限责任公司新疆伽师县玉代克力克乡5-2号建筑用砂矿,首次登记,建筑用砂,null,nullnull,0.10400,2026-03-01至2029-02-09,伽师县自然资源局,2026-03-23,
DC5108222026037150000002,青川县胖达矿业有限公司,四川省青川县黄家湾玻璃用砂岩矿,首次登记,玻璃用砂岩,null,nullnull,0.29380,2026-03-23至2037-03-23,青川县自然资源局,2026-03-23,
DC5117232010117130084183,开江县鸿繁鑫矿业有限公司,开江县鸿繁鑫矿业有限公司回龙镇寒树湾石灰岩矿,变更登记,建筑石料用灰岩,null,nullnull,0.06580,2021-12-13至2030-05-16,达州市自然资源和规划局,2026-03-23,
DC2105002010127120093903,本溪满族自治县福鹏兴矿业有限公司,本溪满族自治县福鹏兴矿业有限公司泉水九洞沟石灰石矿,转移登记,制灰用石灰岩,null,nullnull,0.18540,2012-12-23至2036-07-18,本溪市,2026-03-23,
DC3703232009047130011537,山东鲁科资源开发有限公司,数据交换项目项目名称,注销登记,建筑用砂,null,nullnull,0.00700,2025-11-29至2026-11-28,沂源县自然资源局,2026-03-20,
DC3303292026037260000001,泰顺县和昌石材有限公司,浙江省泰顺县百丈镇朱垟村凝灰岩矿,首次登记,凝灰岩,null,nullnull,0.12130,2026-03-18至2031-03-18,县自然资源和规划局,2026-03-19,
DC5303812011087130117019,宣威市泽众新型墙体材料有限公司,宣威市来宾镇昌顺矸石砖厂,变更登记,砖瓦用页岩,null,nullnull,0.02020,2025-11-04至2030-11-03,宣威市自然资源局,2026-03-19,
DC6207002008107130030840,高台县金龙晟耀矿业有限公司,高台县金龙晟耀矿业有限公司晟耀冶金用石英岩矿,变更登记,冶金用石英岩,null,nullnull,0.49990,2026-03-19至2028-03-18,张掖市自然资源局,2026-03-19,
DC6530012023027100154746,克州顺创新型建材有限公司,新疆阿图什市阿扎克乡买依村2号建筑用砂矿,变更登记,建筑用砂,null,nullnull,0.13180,2026-02-03至2029-02-03,阿图什市自然资源局,2026-03-19,
DC1507002011067130113901,牙克石市盛达珍珠岩矿,牙克石市盛达珍珠岩矿,变更登记,珍珠岩,null,nullnull,0.01620,2024-12-23至2027-12-22,呼伦贝尔市自然资源局,2026-03-18,
DC2100002009057120017876,本溪昱溪矿山工程有限公司,本溪昱溪矿山工程有限公司高台子石灰石矿,转移登记,水泥用石灰岩,null,nullnull,0.83990,2018-11-17至2055-09-11,本溪市,2026-03-18,
DC6523022026037200000002,新疆阜清环境技术有限公司,新疆阜康市大洪沟4号建筑用砂矿,首次登记,建筑用砂,null,nullnull,0.20350,2025-12-22至2032-08-05,阜康市自然资源局,2026-03-18,
DC3408262017087130145023,宿松国泰公路矿业有限公司,宿松县九姑新座山建筑石料用灰岩矿,换证,建筑石料用灰岩,null,nullnull,0.18070,2023-08-30至2026-08-29,宿松县,2026-03-18,
DC3609222021067100152146,万载万狮矿业有限公司,万载县石狮砖瓦用页岩矿,换证,砖瓦用页岩,null,nullnull,0.20530,2021-06-22至2039-06-22,江西省宜春市万载县,2026-03-18,江西
DC5325322026037100000001,河口坝洒农场有限责任公司,河口坝洒农场有限责任公司河口县河口镇坝洒农场南屏二队建筑石料用灰岩矿,首次登记,建筑石料用灰岩,null,nullnull,0.15030,2026-03-16至2031-03-15,河口瑶族自治县自然资源局,2026-03-18,
DC3607822009077120028740,赣州南康区马肚里颖茂建材有限公司,赣州南康区马肚里颖茂建材有限公司,转移登记,砂岩,null,nullnull,0.06360,2025-10-07至2026-10-07,赣州市自然资源局南康分局,2026-03-18,
DC3408262024047150156760,安徽庆元矿业资源开发有限公司,安徽庆元矿业资源开发有限公司安徽省宿松县长铺程岭联合采区建筑石料用灰岩矿,换证,建筑石料用灰岩,null,nullnull,1.79310,2024-04-29至2043-04-28,宿松县,2026-03-17,
DC5114212010127120092021,仁寿县百汇金矿业有限公司,仁寿县百汇金矿业有限公司喊天坡灰岩矿,变更登记,建筑石料用灰岩,null,nullnull,0.05320,2025-06-03至2026-10-17,眉山市规划和自然资源局,2026-03-17,
DC3611272021047100151855,江西中利诚建材有限公司,余干县千家畈砖瓦用页岩矿,转移登记,砖瓦用页岩,null,nullnull,0.15500,2021-04-22至2030-08-21,余干县自然资源局,2026-03-16,
DC5110242009117120042787,威远县昊霖矿业有限公司,威远县昊霖矿业有限公司长山顶石灰岩矿,变更登记,石灰岩,null,nullnull,0.14960,2025-11-18至2035-11-18,内江市自然资源和规划局,2026-03-16,
DC6523022026037200000001,阜康晟鸿建材有限公司,阜康市四工河建筑用砂矿,首次登记,建筑用砂,null,nullnull,0.23950,2025-11-10至2027-11-02,阜康市自然资源局,2026-03-13,
DC5301242019017130147377,富民金锐水泥建材有限责任公司,富民金锐水泥建材有限责任公司砂锅村后山石灰岩矿,变更登记,石灰岩,null,nullnull,0.28690,2026-03-12至2032-03-11,昆明市自然资源和规划局,2026-03-13,
DC6404252026037160000001,宁夏岩业开拓建材有限公司,宁夏彭阳县黑石头河建筑石料用灰岩矿,首次登记,建筑石料用灰岩,null,nullnull,0.21580,2026-03-20至2029-03-20,宁夏回族自治区固原市彭阳县自然资源局,2026-03-12,宁夏
DC5108002022077150153866,旺苍县湘板河建耀石材有限公司,旺苍县黄洋镇湘板河石灰岩矿,换证,石灰岩,null,nullnull,0.26600,2022-07-08至2032-07-08,四川省广元市,2026-03-12,四川
DC4690292026031200000001,保亭源泽水业开发有限公司,保亭源泽水业开发有限公司保亭县七仙岭地热田 （热矿水）,首次登记,地热,null,nullnull,0.21920,2026-01-31至2031-01-31,自然资源部信息中心,2026-03-12,
DC5115002010087130072173,宜宾市叙州区天正矿业有限责任公司,宜宾市叙州区天正矿业有限责任公司二郎坝采石场,变更登记,石灰岩,null,nullnull,0.07560,2026-03-28至2030-03-28,宜宾市自然资源和规划局,2026-03-11,
DC5115282021057150151985,兴文县山磊石材有限责任公司,兴文县山磊石材有限责任公司枇杷沟采石场,换证,建筑石料用灰岩,null,nullnull,0.24300,2021-05-27至2031-05-27,四川省宜宾市兴文县,2026-03-11,四川
DC2202832011077130115434,舒兰市鑫源石材有限责任公司,舒兰市鑫源石材有限责任公司,变更登记,建筑用花岗岩,null,nullnull,0.01940,2026-02-15至2028-07-15,吉林省吉林市舒兰市,2026-03-11,吉林
DC5226002026037260000001,锦屏县诚泰产业发展有限公司,贵州省锦屏县河口乡青山界饰面用板岩矿北西段采矿权,首次登记,饰面用板岩,null,nullnull,0.27880,2026-03-09至2056-03-08,黔东南州自然资源局,2026-03-11,
DC5226012015066130138682,凯里市丰华贸易有限公司,凯里市旁海镇重晶石矿,变更登记,重晶石,null,nullnull,14.14400,2025-06-17至2035-06-16,黔东南州自然资源局,2026-03-11,
DC3303262014037130133276,平阳县交通投资集团矿业有限公司,平阳县万全镇赖岙村建筑用石料（凝灰岩）矿,变更登记,建筑用石料(凝灰岩),null,nullnull,0.07890,2026-03-10至2028-03-10,平阳县自然资源和规划局,2026-03-10,
DC4302812018097130146830,醴陵市春华空心砖有限公司,湖南省醴陵市板杉镇夏坪桥页岩矿,变更登记,页岩,null,nullnull,0.04250,2025-08-30至2033-10-30,株洲市,2026-03-10,
DC2306002026031120000017,林甸县九州温泉地热开发有限责任公司,黑龙江省林甸县林热53井,首次登记,地热,null,nullnull,0.70620,2026-03-10至2031-03-10,大庆市,2026-03-09,
DC2306002026031120000016,林甸县九州温泉地热开发有限责任公司,黑龙江省林甸县林热51井,首次登记,地热,null,nullnull,0.99980,2026-03-10至2031-03-10,大庆市,2026-03-09,
DC2306002026031120000015,林甸县九州温泉地热开发有限责任公司,黑龙江省林甸县林热49井,首次登记,地热,null,nullnull,0.99980,2026-03-10至2031-03-10,大庆市,2026-03-09,
DC2306002026031120000014,林甸县九州温泉地热开发有限责任公司,黑龙江省林甸县林热45井,首次登记,地热,null,nullnull,1.43980,2026-03-10至2031-03-10,大庆市,2026-03-09,
DC2306002026031120000013,林甸县九州温泉地热开发有限责任公司,黑龙江省林甸县林热41井,首次登记,地热,null,nullnull,0.99980,2026-03-10至2031-03-10,大庆市,2026-03-09,
DC2306002026031120000012,林甸县九州温泉地热开发有限责任公司,黑龙江省林甸县林热38井,首次登记,地热,null,nullnull,0.99980,2026-03-10至2031-03-10,大庆市,2026-03-09,
DC2306002026031120000011,林甸县九州温泉地热开发有限责任公司,黑龙江省林甸县林热36井,首次登记,地热,null,nullnull,0.99980,2026-03-10至2031-03-10,大庆市,2026-03-09,
DC2306002026031120000010,林甸县九州温泉地热开发有限责任公司,黑龙江省林甸县林热12井,首次登记,地热,null,nullnull,0.99980,2026-03-10至2031-03-10,大庆市,2026-03-09,
DC1308002010126120086977,兴隆县峪鑫矿业有限公司,兴隆县峪鑫矿业有限公司大西峪熔剂用石灰岩矿,变更登记,熔剂用石灰岩,null,nullnull,0.80070,2021-01-29至2026-01-29,承德市自然资源和规划局,2026-03-09,
DC5115252010037130057103,高县复源石材有限公司,高县复源石材有限公司沙河小溪采石场,变更登记,砂岩,null,nullnull,0.06210,2025-10-13至2027-02-01,高县自然资源和规划局,2026-03-09,
DC5113032017117130145976,周华,四川省荣恒建材有限公司（周华）,变更登记,砖瓦用页岩,null,nullnull,0.03010,2025-12-30至2026-12-30,南充市高坪区自然资源和规划局,2026-03-09,
DC5113032010067130085273,彭辉,南充市高坪区阙家镇永红页岩机砖厂（彭辉）,变更登记,砖瓦用页岩,null,nullnull,0.02150,2025-12-30至2026-12-30,南充市高坪区自然资源和规划局,2026-03-09,
DC5113032009107130054944,李斌,南充浩宇建材有限公司(余林),变更登记,砖瓦用页岩,null,nullnull,0.01730,2025-12-30至2026-12-30,南充市高坪区自然资源和规划局,2026-03-09,
DC2306002026031120000018,林甸县九州温泉地热开发有限责任公司,黑龙江省林甸县林深热1井,首次登记,地热,null,nullnull,0.99980,2026-03-10至2031-03-10,大庆市,2026-03-09,
DC3308252021037160151601,浙江浙交矿业运营管理有限公司,龙游县横山镇志棠普通建筑石料矿区矿地综合开发利用项目,变更登记,建筑石料用灰岩,null,nullnull,0.23820,2026-03-17至2029-03-17,县资规局,2026-03-04,
DC2327012026037160000003,漠河北雪砂石有限公司,漠河市西林吉镇前哨砂场,首次登记,建筑用砂,null,nullnull,0.01790,2026-03-04至2030-03-04,漠河市,2026-03-04,
DC3708312026028160000001,山东盼盼食品有限公司,山东盼盼食品有限公司山东省泗水县尖山村矿泉水,首次登记,矿泉水,null,nullnull,1.78900,2026-02-27至2036-02-27,济宁市自然资源和规划局,2026-03-04,
DC3303222015127130141189,温州市赢力矿业有限公司,洞头县大门镇寨楼矿区寨楼2块段饰面用花岗岩矿,变更登记,饰面用花岗岩,null,nullnull,0.09500,2025-12-26至2035-12-25,市自然资源和规划洞头分局（海洋局）,2026-03-04,
DC2113002009047120013594,辽宁凌源渤船玄武岩科技开发有限公司,凌源市宋杖子镇玄武岩矿,变更登记,玄武岩,null,nullnull,0.06700,2026-01-06至2041-06-20,朝阳市,2026-03-03,
